Phone Number,Order ID,Order Date,Payment Method,SKU Code,SKU Name,SKU Category,SKU Price,Qty Sold,Net Value,Channel,Store,Profit
81169372550,6C8768355729,7/26/2025,Voucher,10602100000000,CARNATION EVAPORATED MILK 405GR,MAKANAN & MINUMAN OLAHAN,19500,1,19500,Shopee,JATI RAWAMANGUN,4185.06
81397244035,6C9834865615,4/14/2025,Voucher,10601800000000,IRHAMNI ROSEMARY 25GR,MAKANAN & MINUMAN OLAHAN,14800,3,44400,Shopee,TEBET,8511
85743044499,6C8300589199,4/30/2025,QRIS,10602500000000,BASMATI RS BERAS MANDHI 350GR,MAKANAN & MINUMAN OLAHAN,57800,5,289000,Shopee,GDC DEPOK,26500
85743044499,6C8300589199,4/30/2025,QRIS,10602400000000,GLACIER SPRING WATER 380ML,MAKANAN & MINUMAN OLAHAN,13500,2,27000,Shopee,GDC DEPOK,7834.54
85743044499,6C8300589199,4/30/2025,QRIS,10501100000000,CIMORY YOGHURT DRINK MIXED BERRY 250ML,MAKANAN & MINUMAN OLAHAN,8900,2,17800,Shopee,GDC DEPOK,4346
85743044499,6C8300589199,4/30/2025,QRIS,10601300000000,SASA TEPUNG BAKWAN 225GR,MAKANAN & MINUMAN OLAHAN,7200,3,21600,Shopee,GDC DEPOK,5789.19
81147683017,6C1919871247,12/15/2025,Cash,10602600000000,BRONIS TIKER ORIGINAL,MAKANAN & MINUMAN OLAHAN,20000,5,100000,Gojek,CIKAMPEK,10000
85754076320,6C3708038475,4/13/2025,Voucher,11205200000000,GM CHICKEN NUGGET MIX,AYAM & TELUR,79900,0.82,65518,Offline,KRANGGAN,33378.1
85754076320,6C3708038475,4/13/2025,Voucher,10707700000000,SUMPIT 20,MAKANAN & MINUMAN OLAHAN,26600,4,106400,Offline,KRANGGAN,30400
85754076320,6C3708038475,4/13/2025,Voucher,10200400000000,D FRESH FROZEN MIDDLE WING 500GR,PRODUK OLAHAN BEKU,22900,4,91600,Offline,KRANGGAN,17600
85754076320,6C3708038475,4/13/2025,Voucher,10601800000000,TUDUNG BUMBU NASI GORENG TEKTEK 28GR,BUMBU & KONDIMEN,7000,4,28000,Offline,KRANGGAN,7820
85754076320,6C3708038475,4/13/2025,Voucher,10100100000000,GOURMET MASTER TENDERLOIN STEAK 360GR,DAGING,125000,2.59,323750,Offline,KRANGGAN,78878.45
82120843062,6C8408065095,5/24/2025,QRIS,10602400000000,COUNTRY CHOICE FIT FRESH GUARD RED 250ML,MAKANAN & MINUMAN OLAHAN,7500,4,30000,Tokopedia,JATI RAWAMANGUN,8378.36
87881358917,6C6469734890,8/17/2025,Debit Card,10607800000000,MAICIH KERIPIK SINGKONG LEVEL 10 80GR,MAKANAN & MINUMAN OLAHAN,20900,1,20900,Offline,SOREANG BANDUNG,5900
85766165544,6C6280011102,6/11/2025,Debit Card,10707700000000,ISTOVE KOMPOR SPIRTUS,MAKANAN & MINUMAN OLAHAN,266500,4,1066000,WA,KEMANG,306000
85766165544,6C6280011102,6/11/2025,Debit Card,10100100000000,BEEF JANTUNG SAPI 1KG,DAGING,72000,2.26,162720,WA,KEMANG,42876.72
81192908265,6C5977860543,1/31/2025,Debit Card,10607000000000,GURIH YA JUNIOR MASHED POTATO ORIGINAL 20GR,MAKANAN & MINUMAN OLAHAN,7500,2,15000,Gojek,KEMANG,4020
81192908265,6C5977860543,1/31/2025,Debit Card,10607800000000,SIIP BITES CHOCO 57GR,MAKANAN & MINUMAN OLAHAN,6900,4,27600,Gojek,KEMANG,8320.68
85789844391,6C1021305956,2/14/2025,Cash,10501200000000,RISOLLAKU MAYONAISE 500GR,BUMBU & KONDIMEN,32400,2,64800,Gojek,JATI RAWAMANGUN,16800
82168059471,6C8063159708,4/18/2025,Cash,10501200000000,NAJM KEBAB MEDIUM TIDAK PEDAS,MAKANAN & MINUMAN OLAHAN,54200,4,216800,Gojek,SOREANG BANDUNG,60800
82168059471,6C8063159708,4/18/2025,Cash,10702900000000,PLASTIC BAG PCS,MAKANAN & MINUMAN OLAHAN,1,3,3,Gojek,SOREANG BANDUNG,0.45
82168059471,6C8063159708,4/18/2025,Cash,10300700000000,YF LOLLO ROSSA 250GR,MAKANAN & MINUMAN OLAHAN,18500,1,18500,Gojek,SOREANG BANDUNG,1000
82168059471,6C8063159708,4/18/2025,Cash,10501200000000,GURAME BUMBU GORENG,BUMBU & KONDIMEN,64400,5,322000,Gojek,SOREANG BANDUNG,82000
82168059471,6C8063159708,4/18/2025,Cash,10602500000000,ROJOLELE BERAS 5KG,MAKANAN & MINUMAN OLAHAN,84000,4,336000,Gojek,SOREANG BANDUNG,40000
85751749089,6C5832815513,5/17/2025,Cash,10603700000000,PRONAS KORNETKU CORNED BEEF 200GR,DAGING,20500,2.48,50840,Shopee,KRANGGAN,15066.2
81267522409,6C8067925681,8/31/2025,QRIS,10300700000000,SWJ DAUN KETUMBAR 100GR,MAKANAN & MINUMAN OLAHAN,11900,3,35700,Offline,TEBET,5700
85797217727,6C5311455085,3/10/2025,Cash,10601700000000,DELMONTE PASTA TOMAT CAN 195GR,MAKANAN & MINUMAN OLAHAN,28000,4,112000,Gojek,SOREANG BANDUNG,32690.68
85761074851,6C1459376176,2/3/2025,Debit Card,10602600000000,DELFI ORION CHOCO PIE 6P 180GR,MAKANAN & MINUMAN OLAHAN,20900,1,20900,WA,GDC DEPOK,7200
85761074851,6C1459376176,2/3/2025,Debit Card,10602000000000,GOLDENFIL HAZELNUT CRUNCHY 350GR,MAKANAN & MINUMAN OLAHAN,49000,2,98000,WA,GDC DEPOK,24126.12
81246024423,6C9617442216,3/17/2025,Voucher,10604200000000,NEW CITRA BANDENG DURI LUNAK RETORT,MAKANAN & MINUMAN OLAHAN,44900,5,224500,Gojek,KRANGGAN,64500
81219339256,6C2526868123,12/31/2025,Voucher,10601700000000,CHILI CHILA SAMBAL BAWANG 210GR,BUMBU & KONDIMEN,40000,3,120000,Gojek,TEBET,18000
81219339256,6C2526868123,12/31/2025,Voucher,10601800000000,IRHAMNI BIJI ADAS 30GR,MAKANAN & MINUMAN OLAHAN,7600,2,15200,Gojek,TEBET,2880
87846220350,6C5862541039,4/30/2025,Cash,10607800000000,SKINNE PUFFS LIT CHIKEN BBQ 50GR,MAKANAN & MINUMAN OLAHAN,12900,2,25800,Tokopedia,TEBET,6196.4
87854905752,6C4583356696,2/5/2025,Voucher,10200400000000,BAHAN FROZEN SAYAP TULIP,PRODUK OLAHAN BEKU,59900,5,299500,Tokopedia,GDC DEPOK,44925
87854905752,6C4583356696,2/5/2025,Voucher,10601800000000,INDOFOOD BUMBU KARE,BUMBU & KONDIMEN,6000,3,18000,Tokopedia,GDC DEPOK,4486.5
87854905752,6C4583356696,2/5/2025,Voucher,11205200000000,PAKET SAYANG,MAKANAN & MINUMAN OLAHAN,119900,4,479600,Tokopedia,GDC DEPOK,161112
82181433073,6C3964457122,11/24/2025,Debit Card,10601400000000,NESCAFE PREMIUM MOCHA CAN 220ML,MAKANAN & MINUMAN OLAHAN,10900,4,43600,Gojek,GDC DEPOK,12360.36
81244915905,6C7829543424,6/15/2025,Cash,10501200000000,REMPA FOOD PARU 400GR,MAKANAN & MINUMAN OLAHAN,59300,4,237200,Offline,CIKAMPEK,51920
85715047692,6C8089297689,6/2/2025,Cash,10707700000000,CAPITAN KECIL,MAKANAN & MINUMAN OLAHAN,19900,4,79600,WA,GDC DEPOK,22600
85715047692,6C8089297689,6/2/2025,Cash,10400900000000,KIRIMI SALMON 300GR,IKAN & HASIL LAUT,189000,4.03,761670,WA,GDC DEPOK,197470
85774062231,6C9500319992,3/13/2025,Debit Card,10602400000000,PANDA GRASS JELLY CAN 310ML,MAKANAN & MINUMAN OLAHAN,7000,4,28000,WA,JATI RAWAMANGUN,8000
81351942414,6C6878762193,11/19/2025,Cash,10100100000000,BAHAN DAGING PREMIUM 2,DAGING,103000,4.27,439810,Shopee,KRANGGAN,65971.5
81351942414,6C6878762193,11/19/2025,Cash,10601400000000,FITMEUP ACTIVE BLUEBERRY 160ML,MAKANAN & MINUMAN OLAHAN,7900,1,7900,Shopee,KRANGGAN,1633.11
81351942414,6C6878762193,11/19/2025,Cash,10607800000000,NOPIA/MINO 150GR,MAKANAN & MINUMAN OLAHAN,11900,3,35700,Shopee,KRANGGAN,7200
81378224637,6C7635477535,3/28/2025,Voucher,11205200000000,KINGFISH FISH RING BREADED 500G,MAKANAN & MINUMAN OLAHAN,62400,1,62400,WA,KRANGGAN,17354.95
81320246009,6C3335384711,6/28/2025,QRIS,10607800000000,YUPI STRAWBERRY KISS MINI 45GR,MAKANAN & MINUMAN OLAHAN,5500,2,11000,Gojek,GDC DEPOK,3702.7
85741903709,6C1639844242,5/9/2025,Cash,10602600000000,PRINGLES ORIGINAL 107GR,MAKANAN & MINUMAN OLAHAN,28100,3,84300,Gojek,TEBET,28587
81178969293,6C1074475103,6/27/2025,Voucher,10601400000000,ICHITAN GREEN TEA HONEY LEMON 280ML,MAKANAN & MINUMAN OLAHAN,4300,3,12900,Shopee,KEMANG,3778.38
85787926387,6C4215605466,4/4/2025,QRIS,10300700000000,SWJ JAMUR TIRAM PUTIH 200GR,MAKANAN & MINUMAN OLAHAN,9600,4,38400,Tokopedia,GDC DEPOK,2400
85787926387,6C4215605466,4/4/2025,QRIS,11205200000000,SURI KENTANG BATTER COATED KG,PRODUK OLAHAN BEKU,39900,4,159600,Tokopedia,GDC DEPOK,61944
85787926387,6C4215605466,4/4/2025,QRIS,10300700000000,CABE KERITING HIJAU 200GR,MAKANAN & MINUMAN OLAHAN,9000,4,36000,Tokopedia,GDC DEPOK,4000
85787926387,6C4215605466,4/4/2025,QRIS,10602400000000,COUNTRY CHOICE FIT FRESH PURE GREEN 250ML,MAKANAN & MINUMAN OLAHAN,7000,5,35000,Tokopedia,GDC DEPOK,7972.95
87885640998,6C2590784389,5/31/2025,Cash,10601500000000,LEAN LAB GRANOLA STRAWBERRY 400GR,MAKANAN & MINUMAN OLAHAN,69800,1,69800,Gojek,TEBET,13494
81323565483,6C5149905355,1/5/2025,Cash,10602600000000,LOTTE PEPERO ALMOND 32GR,MAKANAN & MINUMAN OLAHAN,16000,4,64000,Gojek,KRANGGAN,16400
81323565483,6C5149905355,1/5/2025,Cash,10100100000000,BEEF TULANG SUM SUM KG,DAGING,30000,4.98,149400,Gojek,KRANGGAN,36578.1
81250299110,6C2534449307,4/25/2025,Voucher,10602200000000,MUJIGAE TOPPOKI SPICY 195GR,DAGING,22800,4.95,112860,Gojek,TEBET,22859.99
81178130453,6C1825332388,5/27/2025,Debit Card,10100200000000,ZEITAGYU SAIKORO WAGYU PREM 500GR,DAGING,91200,4.12,375744,Gojek,JATI RAWAMANGUN,37904
81178130453,6C1825332388,5/27/2025,Debit Card,10501100000000,SARI ROTI STEAM CHEESE CAKE STRAWBERRY,MAKANAN & MINUMAN OLAHAN,9500,5,47500,Gojek,JATI RAWAMANGUN,8986.5
81178130453,6C1825332388,5/27/2025,Debit Card,10605300000000,PAMMA SAMBAL BUBUK AYAM GEPREK 45GR,AYAM & TELUR,16900,2.48,41912,Gojek,JATI RAWAMANGUN,9672
85715469724,6C1448271572,9/6/2025,Debit Card,10300700000000,DF OKRA 200GR,MAKANAN & MINUMAN OLAHAN,8700,2,17400,Offline,KRANJI,1400
85715469724,6C1448271572,9/6/2025,Debit Card,10601800000000,PANDAFIO BAWANG GORENG SUPER 200GR,MAKANAN & MINUMAN OLAHAN,31000,3,93000,Offline,KRANJI,12000
81230320772,6C1951812298,2/6/2025,Voucher,10501100000000,PROCHIZ CHEDDAR SLICE 5S,DAGING,8000,0.75,6000,Shopee,JATI RAWAMANGUN,1864.5
81230320772,6C1951812298,2/6/2025,Voucher,10100100000000,BEEF FAT LEMAK SUPER 1KG,DAGING,52000,4.37,227240,Shopee,JATI RAWAMANGUN,23401.35
81230320772,6C1951812298,2/6/2025,Voucher,10601700000000,MY TASTE MUSHROOM SAUCE 500GR,MAKANAN & MINUMAN OLAHAN,25600,5,128000,Shopee,JATI RAWAMANGUN,45500
85791377887,6C3800502033,3/11/2025,Debit Card,10605300000000,INDOFOOD KECAP MANIS BTL 135ML,BUMBU & KONDIMEN,8200,1,8200,Offline,SOREANG BANDUNG,2461.26
85791377887,6C3800502033,3/11/2025,Debit Card,10300700000000,DF JAHE 250GR,MAKANAN & MINUMAN OLAHAN,10800,1,10800,Offline,SOREANG BANDUNG,800
85791377887,6C3800502033,3/11/2025,Debit Card,10602200000000,POPMIE RASA AYAM BAWANG 75GR,AYAM & TELUR,5000,3.94,19700,Offline,SOREANG BANDUNG,4766.02
81314267130,6C9312356067,1/20/2025,Voucher,10601800000000,KNORR CHICKEN SEASONING POWDER 1KG,AYAM & TELUR,108500,4.45,482825,Offline,JATI RAWAMANGUN,121613.29
81314267130,6C9312356067,1/20/2025,Voucher,10703400000000,CIPTADENT TP COOL TUBE 190GR,MAKANAN & MINUMAN OLAHAN,12600,1,12600,Offline,JATI RAWAMANGUN,3996.4
81235732356,6C4320536279,11/10/2025,Voucher,10601800000000,TABASCO GARLIC PEPPER SAUCE 60ML,MAKANAN & MINUMAN OLAHAN,54800,5,274000,Offline,SOREANG BANDUNG,70000
81235732356,6C4320536279,11/10/2025,Voucher,10501100000000,CIMORY YOGHURT STICK MANGO STICKY RICE 40GR,MAKANAN & MINUMAN OLAHAN,3500,3,10500,Offline,SOREANG BANDUNG,4014
81235732356,6C4320536279,11/10/2025,Voucher,10603900000000,PRABU TENGTENG 350GR,MAKANAN & MINUMAN OLAHAN,25200,1,25200,Offline,SOREANG BANDUNG,8200
81235732356,6C4320536279,11/10/2025,Voucher,10603900000000,PRABU KERUPUK KEMPLANG 150GR,MAKANAN & MINUMAN OLAHAN,16300,3,48900,Offline,SOREANG BANDUNG,15900
85721114960,6C5860069125,2/18/2025,Cash,10501200000000,JAVAS RICE PAPER KOTAK 10S,MAKANAN & MINUMAN OLAHAN,12500,4,50000,Shopee,TEBET,15765.76
81336608380,6C1110833840,4/10/2025,Debit Card,10300600000000,DATE CROWN KHENAIZI BOX 500GR,MAKANAN & MINUMAN OLAHAN,57100,2,114200,Offline,SOREANG BANDUNG,41700
81265998438,6C1864916281,1/8/2025,Debit Card,10601800000000,IRHAMNI BUBUK CABE 50GR,MAKANAN & MINUMAN OLAHAN,11400,3,34200,WA,KRANGGAN,6480
87823231393,6C8307281819,10/27/2025,Voucher,10602600000000,TARO PUFF ROASTED CORN 60GR,MAKANAN & MINUMAN OLAHAN,6900,2,13800,Tokopedia,TEBET,4436.66
81355634273,6C1183371467,11/20/2025,QRIS,10602600000000,ARBIE ARUMANIS WAFER 170GR,MAKANAN & MINUMAN OLAHAN,17500,1,17500,Tokopedia,KRANGGAN,5500
81355634273,6C1183371467,11/20/2025,QRIS,10601800000000,FINNA BUMBU SOTO 50GR,BUMBU & KONDIMEN,6000,2,12000,Tokopedia,KRANGGAN,4200
81394376918,6C9526635163,12/12/2025,Cash,10601700000000,INDOFOOD SAMBAL PEDAS 135ML,BUMBU & KONDIMEN,7200,5,36000,Tokopedia,GDC DEPOK,9423.4
81394376918,6C9526635163,12/12/2025,Cash,10200400000000,SKI FROZEN PAHA BAWAH 500GR,PRODUK OLAHAN BEKU,27900,3,83700,Tokopedia,GDC DEPOK,20700
81394376918,6C9526635163,12/12/2025,Cash,10501200000000,CEDEA CRAB STICK 1KG,MAKANAN & MINUMAN OLAHAN,65000,5,325000,Tokopedia,GDC DEPOK,113436.95
81212785128,6C4417879850,1/27/2025,Voucher,10300700000000,YF HORENZO 250GR,MAKANAN & MINUMAN OLAHAN,15300,2,30600,Gojek,TEBET,1600
81212785128,6C4417879850,1/27/2025,Voucher,10607800000000,SNAZZY BOOM GRAPPY BOOM,MAKANAN & MINUMAN OLAHAN,6500,4,26000,Gojek,TEBET,5000
82122093625,6C9484384598,4/5/2025,QRIS,10602500000000,BASMATI RS BERAS KABSAH 350GR,MAKANAN & MINUMAN OLAHAN,57800,2,115600,Tokopedia,SOREANG BANDUNG,10600
81312223640,6C2828916752,1/26/2025,QRIS,10602200000000,WONHAE CHEESE RAMYUN 120GR,MAKANAN & MINUMAN OLAHAN,15000,3,45000,Shopee,CIKAMPEK,9493.92
81312223640,6C2828916752,1/26/2025,QRIS,10601600000000,PRONAS SARDINES TOMAT SAUCE 155GR,MAKANAN & MINUMAN OLAHAN,12700,5,63500,Shopee,CIKAMPEK,17904.15
81312223640,6C2828916752,1/26/2025,QRIS,10607000000000,KUWA CREAM OF TRUFFLE 40GR,MAKANAN & MINUMAN OLAHAN,21900,5,109500,Shopee,CIKAMPEK,20000
81237169676,6C1780324166,12/18/2025,Cash,10601800000000,BAMBOE BUMBU GULE 35GR,BUMBU & KONDIMEN,7500,5,37500,Shopee,JATI RAWAMANGUN,11599.1
82135890105,6C2275832796,3/6/2025,Voucher,10501100000000,MY ROTI SOFT CAKE CHOCOLATE BANANA,MAKANAN & MINUMAN OLAHAN,9500,3,28500,WA,CIKAMPEK,6675
82135890105,6C2275832796,3/6/2025,Voucher,10607800000000,SUMOBI POPCORN BBQ DELIGHT 45GR,MAKANAN & MINUMAN OLAHAN,11900,5,59500,WA,CIKAMPEK,14500
82135890105,6C2275832796,3/6/2025,Voucher,10100100000000,BEEF ULB KEMBANG WARU,DAGING,24000,3.65,87600,WA,CIKAMPEK,6132
82151101457,6C4748776556,12/22/2025,Debit Card,10607800000000,MARVEL ALMOND GREEN TEA CHOCOLATE,MAKANAN & MINUMAN OLAHAN,50000,4,200000,Offline,KRANJI,52000
82151101457,6C4748776556,12/22/2025,Debit Card,10100100000000,YAKINIKU IMPORT 500GR,MAKANAN & MINUMAN OLAHAN,49900,4,199600,Offline,KRANJI,27944
87854958028,6C9414748847,10/3/2025,Cash,10100100000000,BEEF IGA GONDRONG 1KG,DAGING,32000,4.28,136960,Tokopedia,KRANGGAN,46523.6
81266586596,6C4849285401,8/2/2025,QRIS,10300700000000,CABE RAWIT PUTIH 200GR,MAKANAN & MINUMAN OLAHAN,10000,4,40000,WA,SOREANG BANDUNG,4000
81266586596,6C4849285401,8/2/2025,QRIS,10601700000000,KEWPIE SALAD DRESSING THOUSAND ISLAND 200ML,MAKANAN & MINUMAN OLAHAN,31500,1,31500,WA,SOREANG BANDUNG,8277
81266586596,6C4849285401,8/2/2025,QRIS,10300600000000,PISANG SUSU BESAR,MAKANAN & MINUMAN OLAHAN,10000,2,20000,WA,SOREANG BANDUNG,2000
81198265258,6C3581403953,9/12/2025,QRIS,10607800000000,RAFTELS FISH SKIN ORIGINAL 75GR,MAKANAN & MINUMAN OLAHAN,32900,4,131600,Offline,TEBET,41600
82110862466,6C3257001352,3/28/2025,QRIS,10607000000000,MANITA BUMBU NASGOR AMPELA BALADO 80GR,BUMBU & KONDIMEN,8900,3,26700,Shopee,JATI RAWAMANGUN,7782
81265021552,6C8038491907,5/22/2025,Debit Card,10100100000000,BEEF ULB PARU LOKAL KG,DAGING,68000,1.35,91800,WA,TEBET,8100
82132390380,6C8405324065,3/22/2025,QRIS,10501100000000,MARLEY CHOCOLATE COMPOUND DARK 250GR,MAKANAN & MINUMAN OLAHAN,32500,1,32500,Tokopedia,CIKAMPEK,6716.67
87819241077,6C4936145796,11/4/2025,Cash,10501100000000,GOODY NDC PUDDING LYCHEE 80GR,MAKANAN & MINUMAN OLAHAN,27000,1,27000,Gojek,CIKAMPEK,6500
87819241077,6C4936145796,11/4/2025,Cash,10100200000000,SUKIYAKI PREMIUM 500GR,MAKANAN & MINUMAN OLAHAN,73500,4,294000,Gojek,CIKAMPEK,58800
87836383494,6C8982767780,2/26/2025,QRIS,10702900000000,BEST FRESH ALUFOIL TRAY BANDED OX 1400,MAKANAN & MINUMAN OLAHAN,32500,1,32500,Shopee,TEBET,13454
81160987751,6C7743524699,11/25/2025,Cash,10602600000000,KUSUKA TOPPING BALADO 60GR,MAKANAN & MINUMAN OLAHAN,8900,5,44500,Tokopedia,CIKAMPEK,11795
87843323600,6C6652266369,4/25/2025,QRIS,10601800000000,G80 GARAM 250GR,MAKANAN & MINUMAN OLAHAN,5000,3,15000,Gojek,TEBET,3750
81154195064,6C2632338447,10/1/2025,QRIS,10601800000000,FINNA BUMBU TOM YUM 50GR,BUMBU & KONDIMEN,6500,3,19500,Shopee,KEMANG,6300
81154195064,6C2632338447,10/1/2025,QRIS,10601700000000,SAORI SAUS TERIYAKI 135ML,BUMBU & KONDIMEN,12300,2,24600,Shopee,KEMANG,6527.02
81154195064,6C2632338447,10/1/2025,QRIS,10601500000000,KELLOGGS CORN FROSTIES 175GR,MAKANAN & MINUMAN OLAHAN,27900,5,139500,Shopee,KEMANG,31750
81173587936,6C6751010969,5/31/2025,Debit Card,10607300000000,SELERA ROTI SISIR,MAKANAN & MINUMAN OLAHAN,8500,5,42500,Gojek,CIKAMPEK,5000
81173587936,6C6751010969,5/31/2025,Debit Card,10601700000000,JAYS DEMIGLACE SAUCE STEAK 25GR,MAKANAN & MINUMAN OLAHAN,17500,5,87500,Gojek,CIKAMPEK,20000
81173587936,6C6751010969,5/31/2025,Debit Card,10501100000000,DIAMOND FRESH MILK NON FAT 946ML,MAKANAN & MINUMAN OLAHAN,30300,5,151500,Gojek,CIKAMPEK,35058.35
81173587936,6C6751010969,5/31/2025,Debit Card,10607000000000,KUWA KALDU MISO INSTAN 40GR,MAKANAN & MINUMAN OLAHAN,13900,2,27800,Gojek,CIKAMPEK,4000
81262571593,6C2211285057,1/27/2025,QRIS,10601400000000,NESCAFE COCONUT LATTE 220ML,MAKANAN & MINUMAN OLAHAN,7200,4,28800,Offline,KRANGGAN,8154.32
81262571593,6C2211285057,1/27/2025,QRIS,10601700000000,CAP JEMPOL SAMBAL BWG PUTIH 320ML,BUMBU & KONDIMEN,24500,4,98000,Offline,KRANGGAN,34364
81262571593,6C2211285057,1/27/2025,QRIS,10601500000000,QUAKER INSTANT OATMEAL 200GR,MAKANAN & MINUMAN OLAHAN,13800,1,13800,Offline,KRANGGAN,3365
81236823206,6C5627896721,8/27/2025,Debit Card,10501200000000,YONA BEEF PATTIES 500GR,DAGING,50900,0.98,49882,Shopee,SOREANG BANDUNG,18221.82
85787428050,6C7518718189,11/5/2025,QRIS,10501200000000,CAMPINA NEAPOLITAN 700ML,MAKANAN & MINUMAN OLAHAN,42000,1,42000,Shopee,CIKAMPEK,11729.73
81224157608,6C6888142735,6/15/2025,Voucher,10401000000000,OCTOPUS BOILED CUT 500GR,MAKANAN & MINUMAN OLAHAN,59500,5,297500,Shopee,GDC DEPOK,47500
81224157608,6C6888142735,6/15/2025,Voucher,10501200000000,CAMPINA PATRICK STICK 65 ML,MAKANAN & MINUMAN OLAHAN,5500,1,5500,Shopee,GDC DEPOK,1536.04
82125842794,6C2695110056,7/23/2025,QRIS,10601800000000,IRHAMNI PENGEMPUK DAGING 45GR,DAGING,16000,0.67,10720,WA,KRANGGAN,2044.17
82125842794,6C2695110056,7/23/2025,QRIS,10501200000000,CAMPINA CONCERTO MIDI TIRAMISU 80 ML,MAKANAN & MINUMAN OLAHAN,5000,4,20000,WA,KRANGGAN,4144.16
81395924120,6C9705249735,2/27/2025,Voucher,10501200000000,MPEK MPEK PEJABAT,MAKANAN & MINUMAN OLAHAN,40500,4,162000,Gojek,JATI RAWAMANGUN,42000
81395924120,6C9705249735,2/27/2025,Voucher,10702700000000,SOKLIN LANTAI UNGU PCH 780ML,MAKANAN & MINUMAN OLAHAN,12900,5,64500,Gojek,JATI RAWAMANGUN,16153.15
81395924120,6C9705249735,2/27/2025,Voucher,10602600000000,SELECO BIG BITE SPICY 40GR,MAKANAN & MINUMAN OLAHAN,33000,3,99000,Gojek,JATI RAWAMANGUN,39000
81395924120,6C9705249735,2/27/2025,Voucher,10601300000000,MITRAQU TEPUNG BUMBU 1KG,BUMBU & KONDIMEN,30000,2,60000,Gojek,JATI RAWAMANGUN,16000
81256396971,6C6405282078,5/9/2025,Cash,10300700000000,TOMAT TRADE,MAKANAN & MINUMAN OLAHAN,3000,5,15000,Tokopedia,SOREANG BANDUNG,5000
81256396971,6C6405282078,5/9/2025,Cash,10100100000000,BAHAN DAGING FRESH 2,DAGING,85000,1.14,96900,Tokopedia,SOREANG BANDUNG,14535
82157225287,6C7007215659,10/13/2025,Voucher,10601400000000,DALES ESTATE JAVA BREAKFAST 25PCS,MAKANAN & MINUMAN OLAHAN,27000,4,108000,Offline,KEMANG,28000
82157225287,6C7007215659,10/13/2025,Voucher,10300700000000,DF DAUN BAWANG 200GR,MAKANAN & MINUMAN OLAHAN,9700,4,38800,Offline,KEMANG,2800
85776248202,6C5551819753,3/14/2025,Debit Card,10602100000000,CIMORY UHT MILK FULL CREAM 750ML,MAKANAN & MINUMAN OLAHAN,16500,2,33000,Shopee,TEBET,7774.78
85776248202,6C5551819753,3/14/2025,Debit Card,10100200000000,PAKET BEKAL SEHAT,MAKANAN & MINUMAN OLAHAN,120000,3,360000,Shopee,TEBET,78378
87896248269,6C2217233799,11/8/2025,QRIS,10602600000000,FINNA PARS CURRY 40GR,MAKANAN & MINUMAN OLAHAN,5900,1,5900,Gojek,GDC DEPOK,1395
87896248269,6C2217233799,11/8/2025,QRIS,10601800000000,JINTEN HITAM TRADE KG,MAKANAN & MINUMAN OLAHAN,141000,1,141000,Gojek,GDC DEPOK,25417.13
87896248269,6C2217233799,11/8/2025,QRIS,10601700000000,CHILI CHILA ABON IKAN TUNA 210GR,IKAN & HASIL LAUT,30000,1.03,30900,Gojek,GDC DEPOK,5150
81257483920,6C7662766928,6/26/2025,Cash,10100100000000,DAGING PREMIUM FRESH KG,DAGING,130500,3.06,399330,Shopee,KRANJI,41310
81153379139,6C5597930429,5/15/2025,QRIS,10607800000000,CLEMAT CLEMUT MELTING SOES CHOCOLATE CREAM 100GR,MAKANAN & MINUMAN OLAHAN,25000,1,25000,Offline,TEBET,5000
81153379139,6C5597930429,5/15/2025,QRIS,10602600000000,REN ANGEL KERUPUK MACARONI 100GR,MAKANAN & MINUMAN OLAHAN,20200,4,80800,Offline,TEBET,22800
81153379139,6C5597930429,5/15/2025,QRIS,10501200000000,GOURMET MASTER NUGGET FANCY PREMIUM 500 GR,PRODUK OLAHAN BEKU,36500,1,36500,Offline,TEBET,7221
81153379139,6C5597930429,5/15/2025,QRIS,10607300000000,SELERA ROTI PISANG KEJU,MAKANAN & MINUMAN OLAHAN,8500,5,42500,Offline,TEBET,5000
81247852689,6C2291709958,3/22/2025,Voucher,10607800000000,MANON HOKAIDO MILK CAKE,MAKANAN & MINUMAN OLAHAN,17500,5,87500,Tokopedia,TEBET,17375
81247852689,6C2291709958,3/22/2025,Voucher,10501200000000,EDO PANCAKE ORIGINAL 165GR,MAKANAN & MINUMAN OLAHAN,29900,3,89700,Tokopedia,TEBET,25200
81247852689,6C2291709958,3/22/2025,Voucher,10501200000000,MPEK MPEK PEJABAT,MAKANAN & MINUMAN OLAHAN,40500,5,202500,Tokopedia,TEBET,52500
81247852689,6C2291709958,3/22/2025,Voucher,10501200000000,BOSS SOSIS BAKAR LADA HITAM JUMBO 550GR,PRODUK OLAHAN BEKU,32900,1,32900,Tokopedia,TEBET,13854
81128163707,6C9171830576,12/20/2025,Debit Card,10200400000000,SKI FROZEN KAKI 500GR,PRODUK OLAHAN BEKU,18500,4,74000,Offline,TEBET,14000
81128163707,6C9171830576,12/20/2025,Debit Card,11205200000000,KINGFISH CHIKUWA MINI 500GR,MAKANAN & MINUMAN OLAHAN,47900,2,95800,Offline,TEBET,23728
81128163707,6C9171830576,12/20/2025,Debit Card,10602600000000,FINNA PARS SEAWEED 40GR,MAKANAN & MINUMAN OLAHAN,5900,4,23600,Offline,TEBET,5580
